lead_id,lead_source,customer_age_group,customer_location,vehicle_type,new_or_used,budget_range,finance_enquiry,trade_in,test_drive_completed,quote_provided,previous_customer,response_time_hours,follow_up_count,days_since_enquiry,converted
L0857,Website,55+,Local,SUV,Used,Low,0,0,1,1,1,7.4,0,7,0
L0858,Phone,18-24,Nearby Suburb,EV,New,Medium,1,1,1,0,0,19.9,2,20,0
L0859,Phone,35-44,Local,Ute,Demo,Low,0,1,0,1,0,6.4,3,17,1
L0860,Website,25-34,Far Suburb,Sedan,Used,Low,0,0,0,1,0,2.9,5,36,0
L0861,Carsales,18-24,Far Suburb,Hatchback,New,High,1,1,0,1,0,5.5,1,8,1
L0862,Phone,35-44,Nearby Suburb,SUV,Demo,Low,0,0,1,1,1,1.5,4,13,1
L0863,Phone,25-34,Local,Sedan,Demo,Low,1,1,0,1,0,1.7,3,24,1
L0864,Phone,35-44,Local,Hatchback,New,Medium,1,0,0,1,0,2.1,3,31,0
L0865,Walk-in,35-44,Local,Sedan,Used,Medium,1,0,0,0,0,12.8,7,23,0
L0866,Phone,18-24,Local,EV,New,Medium,0,1,1,0,0,11.8,5,17,0
L0867,Website,25-34,Local,Hatchback,New,Medium,0,0,0,1,1,13.2,1,24,0
L0868,Website,35-44,Nearby Suburb,Sedan,New,Medium,0,1,0,1,1,5.9,3,43,1
L0869,Referral,25-34,Nearby Suburb,Ute,Used,Medium,1,0,1,1,1,4.3,5,10,1
L0870,Social Media,45-54,Local,SUV,Demo,Low,0,1,1,1,0,34.0,5,31,0
L0871,Walk-in,35-44,Local,Sedan,Used,Low,0,1,1,1,0,10.2,6,20,1
L0872,Walk-in,45-54,Local,SUV,New,Medium,0,0,1,1,0,3.9,2,16,1
L0873,Carsales,45-54,Local,Sedan,Used,Medium,0,1,0,1,0,23.5,4,14,0
L0874,Walk-in,35-44,Far Suburb,Ute,New,Medium,0,0,0,1,0,21.3,6,3,0
L0875,Website,35-44,Local,Sedan,Demo,Medium,1,1,1,1,0,14.2,1,30,0
L0876,Website,25-34,Local,Ute,New,Medium,0,0,0,1,1,8.2,1,18,0
L0877,Carsales,25-34,Local,Hatchback,New,Low,0,1,1,1,0,4.8,1,6,0
L0878,Carsales,45-54,Far Suburb,SUV,New,Low,0,0,1,1,0,6.6,3,20,0
L0879,Website,35-44,Nearby Suburb,Ute,Used,Medium,1,0,0,0,0,19.4,4,35,0
L0880,Website,45-54,Local,SUV,New,Medium,1,0,0,0,0,5.3,2,19,0
L0881,Website,45-54,Nearby Suburb,SUV,Used,Medium,0,0,1,1,0,3.3,2,26,1
L0882,Carsales,45-54,Nearby Suburb,Sedan,New,Low,1,1,1,1,0,14.0,3,35,1
L0883,Website,55+,Far Suburb,SUV,New,Medium,0,0,0,0,0,9.0,5,12,0
L0884,Website,35-44,Local,SUV,Used,High,1,1,0,0,0,5.5,5,8,0
L0885,Referral,25-34,Far Suburb,Hatchback,Demo,Low,0,0,0,1,1,5.9,2,37,1
L0886,Website,35-44,Far Suburb,Sedan,Demo,Medium,1,0,0,1,0,1.3,5,10,1
L0887,Carsales,25-34,Far Suburb,Sedan,New,High,1,0,0,1,0,6.2,1,21,1
L0888,Website,35-44,Nearby Suburb,EV,New,Low,1,1,0,1,0,18.3,1,41,0
L0889,Website,45-54,Nearby Suburb,Hatchback,New,Medium,0,1,1,0,0,4.3,4,42,1
L0890,Website,35-44,Local,Ute,Used,Low,0,0,1,0,1,37.5,3,29,0
L0891,Carsales,25-34,Nearby Suburb,SUV,Used,Medium,1,0,1,0,0,9.1,4,31,0
L0892,Referral,25-34,Nearby Suburb,Hatchback,Demo,Low,0,0,0,1,0,2.6,4,40,0
L0893,Referral,35-44,Nearby Suburb,Ute,Demo,High,1,1,0,0,1,10.9,5,7,1
L0894,Walk-in,25-34,Local,Hatchback,New,Medium,1,0,1,1,0,4.3,0,34,0
L0895,Carsales,55+,Nearby Suburb,Hatchback,Used,Medium,1,1,0,1,0,14.3,6,34,1
L0896,Website,25-34,Far Suburb,Sedan,Demo,Medium,0,0,0,1,0,20.3,3,30,0
L0897,Walk-in,25-34,Local,SUV,Used,Medium,1,1,0,1,0,16.2,4,4,1
L0898,Referral,18-24,Far Suburb,Sedan,New,Medium,1,1,1,0,1,16.0,1,41,0
L0899,Website,35-44,Nearby Suburb,Sedan,New,High,1,0,1,1,0,6.7,1,30,1
L0900,Website,35-44,Far Suburb,Ute,New,High,0,0,0,0,0,4.4,3,25,0
L0901,Website,25-34,Local,SUV,New,Medium,0,0,1,0,0,13.1,6,14,0
L0902,Website,18-24,Local,EV,New,High,0,0,0,0,0,4.7,6,24,0
L0903,Website,25-34,Far Suburb,EV,New,Medium,0,1,0,0,0,6.8,2,43,0
L0904,Phone,25-34,Local,SUV,Used,Medium,1,0,1,1,0,4.9,7,31,1
L0905,Walk-in,35-44,Far Suburb,SUV,New,Medium,1,1,1,1,0,5.4,1,39,1
L0906,Referral,35-44,Nearby Suburb,Ute,New,Low,0,0,1,0,0,13.9,2,28,0
L0907,Referral,25-34,Nearby Suburb,EV,New,Low,1,0,0,0,1,5.1,4,25,0
L0908,Walk-in,25-34,Local,Sedan,Used,Low,0,0,1,1,0,14.0,3,19,1
L0909,Walk-in,55+,Nearby Suburb,SUV,Demo,Medium,0,0,1,1,0,20.2,7,4,1
L0910,Walk-in,35-44,Local,Sedan,Used,Medium,0,0,1,0,0,6.1,2,34,0
L0911,Carsales,35-44,Local,Hatchback,New,Medium,0,0,0,1,1,3.8,1,32,1
L0912,Walk-in,25-34,Local,SUV,Demo,High,1,0,1,1,1,17.6,1,25,1
L0913,Carsales,35-44,Local,Ute,New,Medium,0,0,1,1,1,11.4,6,22,1
L0914,Walk-in,18-24,Far Suburb,SUV,New,Medium,1,0,0,0,0,5.0,1,28,0
L0915,Phone,35-44,Far Suburb,SUV,New,Low,0,0,1,1,1,7.1,1,18,1
L0916,Phone,55+,Local,Sedan,New,Low,1,0,0,1,0,12.0,1,7,0
L0917,Walk-in,25-34,Nearby Suburb,Sedan,New,Medium,0,1,0,1,0,2.3,3,11,1
L0918,Social Media,18-24,Local,SUV,Demo,Medium,0,0,1,1,0,25.8,4,42,0
L0919,Carsales,18-24,Nearby Suburb,Sedan,Used,Medium,0,1,0,1,1,16.7,2,11,1
L0920,Website,25-34,Far Suburb,SUV,New,Low,0,0,0,0,1,9.3,3,9,0
L0921,Referral,25-34,Far Suburb,SUV,Demo,Medium,0,1,1,1,1,24.9,4,35,0
L0922,Phone,18-24,Local,SUV,New,Low,1,0,0,1,1,22.4,3,37,0
L0923,Referral,45-54,Nearby Suburb,EV,New,Low,1,1,0,1,0,8.0,3,23,0
L0924,Referral,35-44,Local,Sedan,Used,Low,1,0,1,0,0,7.5,2,33,1
L0925,Walk-in,25-34,Far Suburb,Sedan,Used,Low,0,1,0,0,0,7.7,3,1,0
L0926,Website,55+,Local,Hatchback,New,Low,0,0,0,1,1,13.4,4,20,1
L0927,Walk-in,18-24,Nearby Suburb,EV,New,Low,0,0,0,1,0,12.7,3,5,0
L0928,Phone,55+,Nearby Suburb,SUV,Used,High,1,1,0,0,1,1.6,3,29,1
L0929,Carsales,25-34,Nearby Suburb,Hatchback,Used,Low,1,0,1,1,0,12.1,2,26,1
L0930,Walk-in,45-54,Local,Hatchback,Used,Low,1,0,1,0,0,12.1,4,38,0
L0931,Website,35-44,Far Suburb,Hatchback,New,Low,1,0,0,1,0,7.8,4,3,0
L0932,Referral,45-54,Local,SUV,New,Medium,0,1,1,1,0,9.7,2,21,1
L0933,Social Media,55+,Nearby Suburb,Hatchback,New,Low,0,1,0,0,1,2.0,6,13,0
L0934,Phone,25-34,Local,SUV,New,High,0,0,0,1,0,3.2,1,31,0
L0935,Website,55+,Local,Hatchback,Demo,High,0,1,1,1,0,4.7,3,17,1
L0936,Walk-in,25-34,Nearby Suburb,Ute,Used,Low,0,0,1,0,0,13.6,3,35,0
L0937,Website,25-34,Local,SUV,New,Medium,0,0,0,1,0,20.8,4,23,0
L0938,Social Media,25-34,Local,Ute,Used,Low,1,1,0,0,0,13.0,4,3,0
L0939,Website,35-44,Local,SUV,Used,Medium,1,1,0,1,0,10.0,6,2,1
L0940,Phone,25-34,Local,Ute,New,Medium,1,1,0,0,1,14.9,1,3,0
L0941,Walk-in,35-44,Nearby Suburb,Sedan,Used,Low,1,0,0,0,0,0.6,4,20,0
L0942,Phone,35-44,Far Suburb,SUV,Demo,Low,0,0,1,0,0,19.7,2,44,0
L0943,Carsales,45-54,Local,SUV,Used,Medium,0,0,0,0,0,8.4,4,9,0
L0944,Referral,45-54,Local,EV,New,Medium,1,0,1,1,0,18.1,5,4,1
L0945,Website,35-44,Local,SUV,Used,Low,0,0,0,0,0,14.3,4,25,0
L0946,Website,25-34,Local,SUV,Used,Medium,0,1,0,0,0,5.0,2,1,1
L0947,Website,25-34,Nearby Suburb,SUV,New,Medium,0,1,0,1,0,10.9,5,39,0
L0948,Social Media,25-34,Nearby Suburb,Hatchback,New,High,0,0,0,0,0,5.3,2,12,0
L0949,Referral,18-24,Local,Sedan,Demo,Low,0,0,1,1,0,12.6,5,40,0
L0950,Carsales,25-34,Local,SUV,New,Medium,0,1,0,1,1,27.8,1,40,0
L0951,Carsales,25-34,Local,SUV,Used,Medium,0,0,0,1,1,12.7,2,24,0
L0952,Carsales,55+,Far Suburb,SUV,Used,Low,1,1,1,0,0,4.8,4,9,1
L0953,Website,35-44,Far Suburb,SUV,New,Medium,0,0,1,0,0,16.7,2,20,0
L0954,Social Media,25-34,Local,Sedan,New,Medium,0,0,0,1,0,4.6,3,5,0
L0955,Walk-in,35-44,Local,Hatchback,Used,High,0,1,0,0,0,20.3,1,20,0
L0956,Walk-in,25-34,Far Suburb,SUV,New,Low,0,0,1,0,1,3.9,4,21,1
L0957,Phone,35-44,Far Suburb,Sedan,Used,Medium,1,0,1,0,1,18.6,1,2,0
L0958,Website,35-44,Local,Sedan,Used,Medium,1,0,1,0,0,6.2,2,21,1
L0959,Website,35-44,Local,EV,Used,High,1,1,0,1,0,13.6,0,42,0
L0960,Carsales,25-34,Local,EV,Demo,Low,0,1,1,1,0,16.8,1,24,1
L0961,Website,55+,Nearby Suburb,Ute,Used,High,1,0,0,1,0,10.9,3,9,0
L0962,Carsales,45-54,Local,SUV,New,High,1,0,0,1,1,6.8,4,39,1
L0963,Website,35-44,Local,SUV,Demo,Low,0,1,1,0,0,11.1,0,30,0
L0964,Walk-in,35-44,Nearby Suburb,SUV,Used,High,0,0,0,0,0,8.4,8,18,0
L0965,Walk-in,35-44,Local,SUV,New,High,0,1,0,1,0,9.5,3,44,1
L0966,Walk-in,25-34,Nearby Suburb,Sedan,New,Low,1,0,0,0,0,2.3,3,43,0
L0967,Carsales,25-34,Local,Ute,Used,Medium,1,0,0,0,0,14.7,3,10,0
L0968,Walk-in,18-24,Local,Ute,New,Medium,0,1,1,1,0,10.6,1,41,0
L0969,Phone,35-44,Nearby Suburb,Ute,Used,Low,1,0,1,1,0,1.8,4,21,1
L0970,Phone,35-44,Local,Sedan,Used,Low,0,1,0,0,0,7.1,3,22,0
L0971,Carsales,25-34,Far Suburb,Hatchback,New,Low,0,0,0,1,1,1.1,3,17,0
L0972,Social Media,55+,Nearby Suburb,SUV,Used,Low,1,0,1,1,0,9.6,3,5,1
L0973,Carsales,55+,Local,SUV,New,Medium,1,1,1,0,1,13.3,3,6,0
L0974,Website,45-54,Nearby Suburb,Hatchback,New,Low,0,0,0,1,0,5.5,2,10,1
L0975,Website,35-44,Local,SUV,Used,High,0,1,1,0,0,5.2,2,43,0
L0976,Walk-in,45-54,Far Suburb,Sedan,New,Medium,0,0,1,1,1,6.8,3,2,1
L0977,Carsales,25-34,Local,SUV,Used,Low,0,0,0,1,0,5.2,3,7,0
L0978,Website,45-54,Nearby Suburb,Hatchback,Used,Medium,1,1,0,1,1,4.4,5,4,0
L0979,Phone,25-34,Local,Ute,Used,Medium,1,0,0,0,0,1.5,1,37,0
L0980,Carsales,45-54,Local,SUV,New,High,1,1,1,0,0,5.0,1,19,1
L0981,Walk-in,25-34,Far Suburb,Ute,New,Low,0,0,0,0,0,2.4,3,28,0
L0982,Carsales,45-54,Far Suburb,SUV,Used,Low,1,0,0,1,1,19.7,2,20,0
L0983,Website,55+,Local,Sedan,Demo,High,0,0,0,0,1,22.0,4,30,0
L0984,Website,25-34,Local,Hatchback,Used,High,1,0,1,0,0,12.8,3,42,1
L0985,Carsales,35-44,Far Suburb,Hatchback,Used,Medium,1,0,0,0,0,19.1,3,38,0
L0986,Phone,55+,Far Suburb,EV,New,Medium,1,0,1,0,0,4.7,1,2,1
L0987,Carsales,35-44,Local,SUV,New,Low,0,0,1,0,1,13.2,2,3,1
L0988,Phone,45-54,Nearby Suburb,Hatchback,Used,Medium,0,0,0,1,0,13.0,5,42,0
L0989,Website,35-44,Local,Hatchback,New,Low,0,1,0,0,1,11.3,2,39,0
L0990,Referral,25-34,Far Suburb,EV,New,Low,1,0,0,0,0,6.7,3,25,0
L0991,Referral,25-34,Local,SUV,Demo,High,0,1,1,1,0,9.1,2,2,0
L0992,Carsales,25-34,Local,Ute,New,Low,0,0,0,1,0,11.0,3,39,0
L0993,Walk-in,45-54,Nearby Suburb,Hatchback,New,Medium,0,0,0,0,1,10.8,1,15,1
L0994,Carsales,25-34,Local,SUV,New,High,1,1,0,0,0,4.2,4,3,0
L0995,Walk-in,35-44,Nearby Suburb,Sedan,Demo,Low,0,0,0,1,1,21.1,2,5,0
L0996,Website,35-44,Local,SUV,Used,High,1,0,1,0,0,9.7,3,40,0
L0997,Social Media,35-44,Local,Hatchback,Used,High,1,0,1,1,0,15.3,1,36,1
L0998,Website,45-54,Local,Ute,Demo,Medium,1,0,1,0,0,6.0,1,40,1
L0999,Social Media,55+,Nearby Suburb,Hatchback,New,Low,0,0,0,0,1,12.6,1,38,0
L1000,Phone,25-34,Local,Hatchback,Used,Low,0,1,0,0,1,10.1,3,37,0
L1001,Website,45-54,Nearby Suburb,Sedan,New,Medium,0,0,1,1,0,4.6,0,27,0
L1002,Phone,45-54,Far Suburb,SUV,New,Low,0,1,0,1,0,9.2,2,5,1
L1003,Referral,35-44,Nearby Suburb,SUV,Used,Low,0,1,1,0,0,7.3,2,17,1
L1004,Carsales,55+,Local,Sedan,Used,High,1,0,0,1,0,7.9,3,38,1
L1005,Referral,25-34,Local,SUV,New,Low,0,0,0,0,1,17.2,5,41,0
L1006,Carsales,18-24,Local,SUV,New,Medium,1,1,1,0,0,8.5,3,12,1
L1007,Carsales,45-54,Local,Sedan,Used,Low,0,1,1,1,0,16.5,5,42,0
L1008,Referral,35-44,Local,SUV,New,Medium,1,0,1,0,0,13.5,5,31,1
L1009,Website,45-54,Nearby Suburb,SUV,New,High,1,0,0,1,0,10.0,1,33,0
L1010,Phone,55+,Local,Sedan,New,Low,1,0,0,1,0,17.8,5,43,1
L1011,Website,18-24,Local,SUV,New,Low,1,0,0,1,0,16.9,3,29,0
L1012,Social Media,45-54,Local,EV,Used,Medium,1,0,1,1,0,10.0,0,38,0
L1013,Social Media,35-44,Nearby Suburb,Ute,New,Medium,1,1,1,0,0,10.5,4,3,0
L1014,Website,35-44,Local,Hatchback,New,Medium,0,0,0,0,1,17.9,2,38,0
L1015,Carsales,35-44,Nearby Suburb,SUV,Used,Low,0,1,1,0,0,14.1,6,41,0
L1016,Social Media,55+,Local,Ute,Demo,Low,0,1,1,0,0,21.0,1,40,0
L1017,Website,18-24,Far Suburb,Ute,New,High,0,0,1,0,1,8.3,2,30,0
L1018,Phone,35-44,Far Suburb,Ute,New,High,0,0,0,0,1,3.6,1,22,0
L1019,Social Media,35-44,Local,SUV,New,Medium,0,1,0,1,1,5.4,2,38,0
L1020,Website,45-54,Local,Hatchback,Used,High,0,1,1,0,1,1.7,4,32,0
L1021,Carsales,45-54,Local,Ute,Used,Medium,0,1,1,1,0,5.1,5,43,0
L1022,Walk-in,25-34,Local,Hatchback,Used,Medium,0,0,1,1,0,14.0,1,10,0
L1023,Social Media,25-34,Nearby Suburb,Hatchback,Demo,Low,1,0,1,1,0,8.4,6,32,0
L1024,Social Media,25-34,Far Suburb,Sedan,Used,Medium,0,0,1,0,0,4.6,7,43,1
L1025,Social Media,45-54,Nearby Suburb,Sedan,Used,Medium,1,0,0,0,1,6.1,2,4,1
L1026,Phone,25-34,Far Suburb,SUV,Used,Low,0,1,0,0,0,11.3,2,29,0
L1027,Referral,25-34,Local,Hatchback,New,Medium,1,0,0,0,0,6.3,6,8,0
L1028,Referral,55+,Local,SUV,Demo,Medium,1,1,0,0,1,7.8,4,20,1
L1029,Walk-in,18-24,Nearby Suburb,Sedan,New,Medium,1,0,0,1,0,2.5,5,7,1
L1030,Referral,55+,Local,SUV,New,Medium,1,1,0,0,1,19.4,2,1,0
L1031,Website,35-44,Nearby Suburb,Sedan,Used,High,0,1,0,1,0,21.2,1,25,0
L1032,Carsales,45-54,Local,SUV,New,Low,1,0,0,1,0,4.8,5,26,1
L1033,Website,25-34,Local,Hatchback,Used,Medium,1,1,0,0,1,7.1,6,9,1
L1034,Website,18-24,Far Suburb,Ute,Used,Medium,1,0,0,0,0,1.5,3,23,1
L1035,Website,45-54,Local,SUV,New,Medium,1,0,0,1,1,18.4,2,40,0
L1036,Carsales,45-54,Far Suburb,SUV,Used,Low,0,1,1,0,0,3.2,2,2,0
L1037,Walk-in,45-54,Far Suburb,SUV,New,Low,1,1,0,1,0,8.9,4,26,0
L1038,Carsales,25-34,Nearby Suburb,Ute,New,High,0,0,0,0,1,4.0,5,14,0
L1039,Website,45-54,Nearby Suburb,Sedan,Used,Medium,1,0,1,1,0,9.1,4,44,1
L1040,Walk-in,45-54,Nearby Suburb,Sedan,Used,High,0,1,1,0,0,16.1,7,31,0
L1041,Phone,35-44,Far Suburb,SUV,Used,Medium,1,1,0,0,0,13.4,2,26,0
L1042,Referral,45-54,Local,Hatchback,New,Medium,0,0,1,1,1,14.1,3,19,0
L1043,Walk-in,45-54,Nearby Suburb,Ute,Used,High,0,1,1,0,0,2.9,4,38,0
L1044,Carsales,35-44,Nearby Suburb,Ute,New,Medium,1,0,1,0,1,8.8,2,5,1
L1045,Referral,18-24,Local,Hatchback,Demo,Medium,1,0,0,0,0,29.9,2,6,1
L1046,Carsales,35-44,Local,SUV,New,Medium,1,0,1,0,0,10.8,3,35,0
L1047,Website,18-24,Local,SUV,Used,High,0,0,0,1,1,9.3,1,16,0
L1048,Website,25-34,Nearby Suburb,SUV,New,Medium,0,1,0,1,0,7.5,2,31,0
L1049,Referral,25-34,Far Suburb,SUV,New,Medium,1,0,1,1,0,10.1,3,18,1
L1050,Website,18-24,Local,SUV,Used,Low,1,1,0,1,1,9.1,3,14,1
L1051,Referral,25-34,Far Suburb,SUV,Demo,High,1,0,1,0,1,26.6,4,25,1
L1052,Phone,18-24,Nearby Suburb,Sedan,Used,Low,0,1,0,0,0,15.5,6,15,0
L1053,Social Media,45-54,Far Suburb,EV,Demo,Medium,1,1,1,1,0,8.3,2,26,1
L1054,Referral,55+,Nearby Suburb,Hatchback,Used,Medium,0,1,0,1,1,15.0,5,36,1
L1055,Social Media,18-24,Nearby Suburb,Ute,Used,Medium,0,0,0,0,1,5.1,2,11,0
L1056,Walk-in,55+,Local,Hatchback,New,Medium,0,0,1,0,1,9.0,2,37,1
L1057,Carsales,35-44,Far Suburb,SUV,Used,Low,0,1,0,0,0,6.3,3,41,0
L1058,Walk-in,25-34,Local,Ute,New,Medium,1,1,0,1,1,14.3,4,37,0
L1059,Phone,18-24,Far Suburb,SUV,Demo,Medium,0,0,1,1,0,8.5,3,7,0
L1060,Carsales,35-44,Far Suburb,Hatchback,Demo,High,0,1,0,0,0,10.0,4,18,0
L1061,Referral,45-54,Local,SUV,Demo,Low,0,0,1,1,0,8.0,4,20,0
L1062,Social Media,45-54,Local,EV,Used,High,0,0,0,0,0,11.6,5,2,0
L1063,Carsales,18-24,Nearby Suburb,SUV,Used,Medium,1,1,0,0,0,14.5,3,26,0
L1064,Walk-in,18-24,Local,SUV,Used,High,0,0,1,1,0,21.3,2,23,1
L1065,Walk-in,25-34,Far Suburb,EV,New,Medium,0,1,0,0,0,7.5,5,32,1
L1066,Carsales,25-34,Local,SUV,Used,Medium,1,0,1,0,0,4.2,4,13,0
L1067,Website,25-34,Local,Hatchback,New,High,1,0,1,1,0,12.1,1,13,1
L1068,Website,25-34,Far Suburb,Hatchback,Used,High,1,0,0,1,0,3.3,0,17,0
L1069,Walk-in,45-54,Nearby Suburb,Ute,New,Medium,0,0,1,1,0,7.3,3,25,1
L1070,Walk-in,55+,Far Suburb,EV,New,Low,1,1,1,0,0,2.6,5,22,1
L1071,Walk-in,25-34,Local,EV,New,Medium,1,0,0,0,0,45.0,4,27,0
L1072,Website,55+,Nearby Suburb,SUV,New,Medium,1,0,1,1,0,19.5,9,17,1
L1073,Website,25-34,Nearby Suburb,Ute,Used,Low,1,0,0,1,1,18.4,1,26,0
L1074,Website,35-44,Nearby Suburb,Hatchback,New,Low,0,0,0,1,1,21.9,2,38,1
L1075,Social Media,25-34,Nearby Suburb,Hatchback,Used,High,1,1,1,0,1,17.1,3,14,1
L1076,Walk-in,35-44,Nearby Suburb,SUV,New,Low,0,0,1,0,0,10.9,7,14,1
L1077,Walk-in,55+,Local,Hatchback,Used,Medium,0,1,1,1,0,11.1,4,12,1
L1078,Carsales,35-44,Local,EV,Used,Low,0,1,1,1,0,20.6,6,5,0
L1079,Website,25-34,Nearby Suburb,EV,Used,Low,0,1,1,0,1,21.5,3,37,0
L1080,Social Media,35-44,Local,Sedan,Used,Low,1,1,1,0,0,4.5,4,4,1
L1081,Carsales,25-34,Nearby Suburb,SUV,New,Low,1,0,0,0,0,8.3,2,29,0
L1082,Website,45-54,Local,Sedan,Used,Medium,1,0,0,0,0,9.8,1,25,0
L1083,Walk-in,35-44,Nearby Suburb,Ute,New,High,1,1,0,0,0,17.4,1,4,0
L1084,Referral,35-44,Nearby Suburb,Hatchback,Used,Low,0,1,1,0,1,5.1,2,16,1
L1085,Social Media,35-44,Local,Sedan,Used,Medium,0,1,0,1,1,4.7,1,2,1
L1086,Phone,35-44,Local,SUV,New,Medium,1,1,0,0,1,3.1,3,23,0
L1087,Carsales,18-24,Local,Sedan,Used,High,1,0,0,1,0,6.4,1,4,1
L1088,Website,35-44,Nearby Suburb,Sedan,Used,Medium,0,0,1,0,1,7.3,2,20,0
L1089,Social Media,25-34,Far Suburb,EV,New,Medium,1,1,1,1,0,24.5,2,17,1
L1090,Website,45-54,Local,Hatchback,New,Medium,0,1,0,0,1,16.1,2,6,0
L1091,Social Media,45-54,Nearby Suburb,SUV,New,High,0,0,0,1,0,17.4,5,18,0
L1092,Carsales,45-54,Local,Sedan,Demo,Low,0,1,0,1,0,4.1,2,20,1
L1093,Carsales,35-44,Nearby Suburb,SUV,Used,Medium,0,0,0,1,0,8.0,5,39,0
L1094,Phone,35-44,Far Suburb,EV,New,High,1,0,0,1,0,14.8,5,41,0
L1095,Website,25-34,Local,Sedan,New,Medium,1,1,1,0,1,10.3,3,34,1
L1096,Website,45-54,Nearby Suburb,Sedan,Used,Medium,0,1,1,1,1,13.2,4,40,1
L1097,Website,25-34,Local,Sedan,Used,Medium,1,0,0,1,0,3.1,2,24,0
L1098,Website,35-44,Local,Hatchback,New,Low,1,0,0,1,0,10.0,0,18,0
L1099,Carsales,25-34,Local,Hatchback,New,Medium,0,0,0,0,0,15.4,1,30,0
L1100,Walk-in,25-34,Local,Hatchback,Demo,Medium,0,1,0,1,1,4.2,5,1,0
L1101,Website,35-44,Nearby Suburb,SUV,New,Medium,1,0,0,0,0,2.0,5,23,1
L1102,Social Media,18-24,Local,SUV,New,Medium,1,1,0,0,0,4.0,5,29,0
L1103,Referral,45-54,Nearby Suburb,SUV,Demo,High,1,1,0,0,0,20.4,2,41,0
L1104,Social Media,25-34,Local,Hatchback,Used,Low,0,1,1,0,0,3.5,10,41,1
L1105,Social Media,18-24,Local,SUV,New,Medium,1,0,1,1,1,9.4,0,32,0
L1106,Website,35-44,Nearby Suburb,Hatchback,New,Medium,0,1,1,1,0,1.9,4,2,1
L1107,Walk-in,18-24,Far Suburb,Ute,New,Medium,0,0,0,1,0,4.7,1,36,0
L1108,Carsales,25-34,Local,Ute,New,Low,0,0,1,1,1,10.7,3,17,1
L1109,Carsales,45-54,Far Suburb,Sedan,Demo,Medium,0,0,1,1,0,9.3,3,43,0
L1110,Website,18-24,Nearby Suburb,Sedan,New,High,0,0,0,1,0,18.4,4,2,0
L1111,Referral,45-54,Nearby Suburb,SUV,Used,Medium,0,1,0,0,0,12.3,1,4,0
L1112,Website,18-24,Nearby Suburb,Hatchback,Demo,High,0,0,0,1,0,4.2,0,44,0
L1113,Website,25-34,Local,Ute,New,High,1,0,0,1,0,7.9,4,34,0
L1114,Phone,45-54,Local,SUV,New,Low,0,1,0,1,1,6.7,3,1,1
L1115,Carsales,25-34,Nearby Suburb,Sedan,Used,Low,0,0,1,1,1,1.1,5,23,1
L1116,Phone,18-24,Local,Ute,Demo,High,0,1,0,1,1,24.9,4,6,1
L1117,Website,25-34,Far Suburb,Ute,Used,High,0,0,0,0,1,9.6,2,16,0
L1118,Referral,25-34,Local,SUV,New,Low,1,0,0,0,0,10.8,4,2,0
L1119,Walk-in,45-54,Local,Hatchback,Used,Low,0,1,1,1,0,14.5,0,12,0
L1120,Website,25-34,Nearby Suburb,SUV,Used,Low,1,0,0,0,0,14.6,1,27,0
L1121,Referral,45-54,Local,SUV,Demo,High,0,0,1,1,1,15.7,4,19,1
L1122,Social Media,55+,Nearby Suburb,EV,New,Low,0,0,0,0,0,7.0,0,28,0
L1123,Referral,35-44,Nearby Suburb,Ute,Used,Medium,1,0,0,0,0,6.4,6,35,1
L1124,Referral,55+,Far Suburb,Ute,Demo,High,1,0,0,1,0,18.9,4,43,0
L1125,Carsales,25-34,Nearby Suburb,SUV,New,Low,0,0,0,0,0,25.3,6,4,0
L1126,Phone,55+,Nearby Suburb,Ute,Used,Medium,1,0,0,1,0,1.9,4,7,0
L1127,Website,18-24,Nearby Suburb,Sedan,New,Low,0,1,0,0,1,18.4,4,37,0
L1128,Walk-in,35-44,Far Suburb,SUV,New,High,1,0,0,0,0,7.9,0,25,0
L1129,Walk-in,35-44,Local,Sedan,New,Low,1,0,1,1,1,8.9,2,41,0
L1130,Walk-in,25-34,Local,SUV,Demo,Medium,1,0,0,0,0,0.6,3,17,1
L1131,Carsales,35-44,Local,Ute,New,Medium,1,1,1,1,1,9.4,1,41,0
L1132,Phone,45-54,Local,Hatchback,Used,Low,0,1,0,1,1,6.0,2,14,1
L1133,Website,18-24,Nearby Suburb,SUV,Used,Low,1,1,1,0,1,1.0,3,37,1
L1134,Website,25-34,Nearby Suburb,SUV,New,Medium,0,1,0,1,0,20.1,2,2,0
L1135,Carsales,45-54,Nearby Suburb,SUV,Used,Low,0,0,1,1,0,10.7,3,24,0
L1136,Website,35-44,Local,SUV,Used,High,0,0,1,0,0,11.9,1,15,0
L1137,Referral,55+,Nearby Suburb,Hatchback,Demo,High,0,0,1,0,0,20.0,4,33,0
L1138,Phone,45-54,Local,Ute,Used,Medium,1,1,0,0,0,14.8,2,12,0
L1139,Phone,55+,Nearby Suburb,SUV,Used,Medium,1,0,1,1,1,3.0,1,19,0
L1140,Carsales,45-54,Nearby Suburb,SUV,New,Medium,1,0,0,1,0,17.1,4,5,0
L1141,Referral,25-34,Local,Hatchback,Demo,High,0,1,1,1,0,2.3,1,1,1
L1142,Walk-in,18-24,Local,Ute,New,Medium,0,1,0,1,0,14.1,6,43,0
L1143,Carsales,45-54,Local,SUV,Used,Low,1,0,0,1,1,28.7,3,9,0
